name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
flamie,Russia,HellRaisers,2,58,-4,0.91,0.93,ESL One Katowice 2015,1611,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie,seang@res,1916,1553,38,45,0.84,0.64,26,-7,4,7,0.57,0.81,50.00%,7.70%,33,15,10,1,0,0,20,9,0,9,0,0,https://www.hltv.org/stats/players/individual/1916/seang@res?event=1553
Zeus,Ukraine,Natus Vincere,6,137,-8,0.92,0.93,ESL One Katowice 2015,1611,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,MSL,7156,1553,31,41,0.76,0.69,20,-10,9,3,3,1.56,44.40%,30.80%,25,12,6,1,1,0,29,0,0,2,0,0,https://www.hltv.org/stats/players/individual/7156/MSL?event=1553
RUBINO,Norway,LGB,3,71,-3,0.94,0.92,ESL One Katowice 2015,1611,Ruben 'RUBINO' Villarroel,1485,https://www.hltv.org/player/1485/rubino,AZK,7434,1553,41,50,0.82,0.57,29,-9,5,5,1,0.9,80.00%,11.10%,43,19,8,2,0,0,33,2,0,6,0,0,https://www.hltv.org/stats/players/individual/7434/AZK?event=1553
n0thing,United States,Cloud9,3,81,-5,0.91,0.92,ESL One Katowice 2015,1611,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing,fel1x,7323,1553,63,87,0.72,0.49,39,-24,4,17,0.24,0.6,25.00%,1.80%,89,22,12,4,1,0,51,0,0,12,0,0,https://www.hltv.org/stats/players/individual/7323/fel1x?event=1553
disturbed,Finland,3DMAX,2,47,-4,0.89,0.92,ESL One Katowice 2015,1611,Taneli 'disturbed' Veikkola,7235,https://www.hltv.org/player/7235/disturbed,Kjaerbye,8394,1553,29,38,0.76,0.6,18,-9,5,5,1,1.01,60.00%,18.80%,30,9,8,1,0,0,20,0,0,9,0,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=1553
kennyS,France,Titan,2,50,-3,0.92,0.92,ESL One Katowice 2015,1611,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys,Dosia,735,1553,48,63,0.76,0.51,36,-15,4,12,0.33,0.67,100.00%,9.30%,58,27,6,3,0,0,32,1,0,13,1,1,https://www.hltv.org/stats/players/individual/735/Dosia?event=1553
kioShiMa,France,Envy,7,182,-4,0.97,0.92,ESL One Katowice 2015,1611,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima,strux1,7214,1553,27,39,0.69,0.57,19,-12,2,3,0.67,0.77,100.00%,13.30%,28,14,3,1,1,0,15,4,0,6,2,0,https://www.hltv.org/stats/players/individual/7214/strux1?event=1553
Havoc,Australia,Vox Eminor,3,56,-7,0.84,0.91,ESL One Katowice 2015,1611,Luke 'Havoc' Paton,8083,https://www.hltv.org/player/8083/havoc,MINISE,2826,1553,41,60,0.68,0.53,29,-19,6,9,0.67,0.86,83.30%,15.20%,49,20,6,3,0,0,18,11,0,11,1,0,https://www.hltv.org/stats/players/individual/2826/MINISE?event=1553
jkaem,Norway,LGB,3,71,-7,0.87,0.91,ESL One Katowice 2015,1611,Joakim 'jkaem' Myrbostad,8248,https://www.hltv.org/player/8248/jkaem,markeloff,338,1553,47,66,0.71,0.5,36,-19,7,7,1,0.91,85.70%,14.00%,58,28,6,2,0,0,30,0,1,14,1,1,https://www.hltv.org/stats/players/individual/338/markeloff?event=1553
zEVES,Norway,LGB,3,71,-6,0.88,0.89,ESL One Katowice 2015,1611,Morten 'zEVES' Vollan,3018,https://www.hltv.org/player/3018/zeves,Pimp,7154,1553,28,40,0.7,0.58,21,-12,6,1,6,1.26,66.70%,25.00%,27,14,7,0,0,0,23,0,0,5,0,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1553
Dosia,Russia,HellRaisers,2,58,-4,0.9,0.88,ESL One Katowice 2015,1611,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia,TENZKI,5287,1553,23,38,0.61,0.48,16,-15,5,6,0.83,0.98,60.00%,18.80%,32,11,3,2,0,0,17,0,0,6,0,0,https://www.hltv.org/stats/players/individual/5287/TENZKI?event=1553
kUcheR,Russia,HellRaisers,2,58,-7,0.84,0.87,ESL One Katowice 2015,1611,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher,gla1ve,7412,1553,24,38,0.63,0.5,18,-14,3,9,0.33,0.67,33.30%,6.20%,30,13,4,1,0,0,13,2,0,9,0,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1553
Troubley,Germany,PENTA,5,114,-12,0.85,0.87,ESL One Katowice 2015,1611,Tobias 'Troubley' Tabbert,128,https://www.hltv.org/player/128/troubley,Friis,7,1553,24,35,0.69,0.53,19,-11,5,2,2.5,1.15,40.00%,15.40%,26,15,4,0,0,0,8,10,0,6,0,0,https://www.hltv.org/stats/players/individual/7/Friis?event=1553
Maniac,Switzerland,Titan,2,50,-6,0.85,0.86,ESL One Katowice 2015,1611,Mathieu 'Maniac' Quiquerez,823,https://www.hltv.org/player/823/maniac,blackpoisoN,7992,1553,19,32,0.59,0.54,12,-13,4,5,0.8,1,0.00%,0.00%,23,6,5,1,0,0,3,7,0,8,1,0,https://www.hltv.org/stats/players/individual/7992/blackpoisoN?event=1553
RpK,France,Titan,2,50,-6,0.84,0.86,ESL One Katowice 2015,1611,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,HUNDEN,7415,1553,23,37,0.62,0.51,17,-14,4,9,0.44,0.78,25.00%,7.70%,28,11,6,0,0,0,16,0,0,7,0,0,https://www.hltv.org/stats/players/individual/7415/HUNDEN?event=1553
FNS,Canada,CLG,3,77,-8,0.84,0.85,ESL One Katowice 2015,1611,Pujan 'FNS' Mehta,6451,https://www.hltv.org/player/6451/fns,dumz,7958,1553,37,62,0.6,0.44,31,-25,4,5,0.8,0.8,50.00%,5.10%,54,25,6,0,0,0,25,0,0,12,0,0,https://www.hltv.org/stats/players/individual/7958/dumz?event=1553
AZR,Australia,Vox Eminor,3,56,-5,0.89,0.85,ESL One Katowice 2015,1611,Aaron 'AZR' Ward,8082,https://www.hltv.org/player/8082/azr,stavros,7246,1553,22,40,0.55,0.47,15,-18,4,5,0.8,0.91,75.00%,20.00%,32,9,5,1,0,0,18,0,0,4,0,0,https://www.hltv.org/stats/players/individual/7246/stavros?event=1553
ShahZaM,United States,Cloud9,3,81,-10,0.83,0.85,ESL One Katowice 2015,1611,Shahzeb 'ShahZaM' Khan,7810,https://www.hltv.org/player/7810/shahzam,alexRr,7508,1553,23,42,0.55,0.49,15,-19,4,6,0.67,0.88,50.00%,13.30%,32,8,6,1,0,0,20,0,0,3,0,0,https://www.hltv.org/stats/players/individual/7508/alexRr?event=1553
steel,Brazil,Keyd,6,150,-18,0.82,0.83,ESL One Katowice 2015,1611,Lucas 'steel' Lopes,7382,https://www.hltv.org/player/7382/steel,r0bs3n,7232,1553,56,102,0.55,0.44,43,-46,7,13,0.54,0.77,57.10%,7.30%,85,32,9,2,0,0,44,0,0,10,2,0,https://www.hltv.org/stats/players/individual/7232/r0bs3n?event=1553
KHRN,Finland,3DMAX,2,47,-6,0.84,0.82,ESL One Katowice 2015,1611,Jesse 'KHRN' Grandell,971,https://www.hltv.org/player/971/khrn,nex,9618,1553,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/9618/nex?event=1553
Spiidi,Germany,PENTA,5,114,-14,0.82,0.81,ESL One Katowice 2015,1611,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,smF,7414,1553,21,40,0.53,0.47,18,-19,5,4,1.25,1.07,60.00%,23.10%,27,16,1,1,0,0,12,0,0,8,0,1,https://www.hltv.org/stats/players/individual/7414/smF?event=1553
ptr,United States,CLG,3,77,-13,0.77,0.8,ESL One Katowice 2015,1611,Peter 'ptr' Gurney,8707,https://www.hltv.org/player/8707/ptr,racno,7995,1553,16,34,0.47,0.46,14,-18,1,2,0.5,0.71,100.00%,33.30%,21,12,2,0,0,0,11,2,0,3,0,0,https://www.hltv.org/stats/players/individual/7995/racno?event=1553
bondik,Ukraine,FlipSid3,2,36,-10,0.7,0.8,ESL One Katowice 2015,1611,Vladyslav 'bondik' Nechyporchuk,2131,https://www.hltv.org/player/2131/bondik,Detrony,7993,1553,14,35,0.4,0.4,11,-21,1,7,0.14,0.48,0.00%,0.00%,24,8,3,0,0,0,12,0,0,2,0,0,https://www.hltv.org/stats/players/individual/7993/Detrony?event=1553
seang@res,United States,Cloud9,3,81,-12,0.8,0.79,ESL One Katowice 2015,1611,Sean 'seang@res' Gares,1916,https://www.hltv.org/player/1916/seangres,cent,7991,1553,10,32,0.31,0.29,7,-22,0,10,0,0.19,,0.00%,28,4,3,0,0,0,1,4,0,5,0,0,https://www.hltv.org/stats/players/individual/7991/cent?event=1553
Polly,Norway,LGB,3,71,-10,0.8,0.78,ESL One Katowice 2015,1611,PÃ¥l 'Polly' Kammen,3631,https://www.hltv.org/player/3631/polly,deviaNt,7994,1553,10,34,0.29,0.29,10,-24,0,5,0,0.43,,0.00%,25,10,0,0,0,0,6,0,0,4,0,0,https://www.hltv.org/stats/players/individual/7994/deviaNt?event=1553
reltuC,United States,CLG,3,77,-12,0.79,0.78,ESL One Katowice 2015,1611,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc,swag,5021,1444,63,40,1.57,1,37,23,9,4,2.25,1.28,66.70%,24.00%,26,17,14,6,0,0,29,23,0,8,0,3,https://www.hltv.org/stats/players/individual/5021/swag?event=1444
DavCost,Russia,FlipSid3,2,36,-11,0.66,0.77,ESL One Katowice 2015,1611,Vadim 'DavCost' Vasilyev,8124,https://www.hltv.org/player/8124/davcost,apEX,7322,1444,177,118,1.5,0.97,109,59,33,18,1.83,1.41,69.70%,23.00%,73,62,30,14,3,0,139,0,0,37,1,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1444
xartE,Finland,3DMAX,2,47,-12,0.69,0.75,ESL One Katowice 2015,1611,Mikko 'xartE' VÃ¤limaa,7537,https://www.hltv.org/player/7537/xarte,Dosia,735,1444,59,42,1.4,0.92,35,17,6,8,0.75,0.93,66.70%,14.30%,29,18,12,3,2,0,34,8,0,16,1,0,https://www.hltv.org/stats/players/individual/735/Dosia?event=1444
starix,Ukraine,Natus Vincere,6,137,-25,0.73,0.74,ESL One Katowice 2015,1611,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix,kioShiMa,4959,1444,77,51,1.51,0.88,45,26,7,5,1.4,0.97,71.40%,10.20%,43,22,16,6,1,0,55,7,0,14,1,0,https://www.hltv.org/stats/players/individual/4959/kioShiMa?event=1444
ANGE1,Ukraine,HellRaisers,2,58,-12,0.72,0.74,ESL One Katowice 2015,1611,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1,kennyS,7167,1444,66,49,1.35,0.89,41,17,16,8,2,1.57,75.00%,34.30%,33,24,9,8,0,0,22,36,0,8,0,0,https://www.hltv.org/stats/players/individual/7167/kennyS?event=1444
jks,Australia,Vox Eminor,3,56,-14,0.65,0.7,ESL One Katowice 2015,1611,Justin 'jks' Savage,4679,https://www.hltv.org/player/4679/jks,Snax,2553,1444,114,81,1.41,0.85,70,33,12,13,0.92,0.95,66.70%,10.80%,64,39,20,10,1,0,78,9,0,17,3,7,https://www.hltv.org/stats/players/individual/2553/Snax?event=1444
zqkS,Brazil,Keyd,6,150,-41,0.65,0.68,ESL One Katowice 2015,1611,Caio 'zqkS' Fonseca,7383,https://www.hltv.org/player/7383/zqks,flusha,3055,1444,224,164,1.37,0.81,143,60,19,16,1.19,0.92,52.60%,6.80%,132,88,35,16,3,1,171,6,9,30,8,0,https://www.hltv.org/stats/players/individual/3055/flusha?event=1444
Ex6TenZ,Belgium,Titan,2,50,-15,0.62,0.64,ESL One Katowice 2015,1611,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz,Edward,483,1444,143,112,1.28,0.86,93,31,17,15,1.13,1.03,52.90%,10.30%,73,58,22,11,2,0,118,0,0,23,2,0,https://www.hltv.org/stats/players/individual/483/Edward?event=1444
apEX,France,Titan,2,50,-17,0.57,0.64,ESL One Katowice 2015,1611,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex,shox,1225,1444,69,54,1.28,0.78,43,15,11,7,1.57,1.16,54.50%,12.20%,45,26,10,5,2,0,50,6,0,12,0,1,https://www.hltv.org/stats/players/individual/1225/shox?event=1444
stonde,Finland,3DMAX,2,47,-13,0.64,0.64,ESL One Katowice 2015,1611,Tom 'stonde' Glad,7238,https://www.hltv.org/player/7238/stonde,olofmeister,885,1444,237,189,1.25,0.86,158,48,37,27,1.37,1.18,91.90%,23.30%,117,100,41,14,3,0,139,22,6,57,2,11,https://www.hltv.org/stats/players/individual/885/olofmeister?event=1444
SPUNJ,Australia,Vox Eminor,3,56,-18,0.6,0.64,ESL One Katowice 2015,1611,Chad 'SPUNJ' Burchill,8085,https://www.hltv.org/player/8085/spunj,Happy,7429,1444,151,116,1.3,0.83,102,35,18,10,1.8,1.07,88.90%,16.00%,80,66,25,11,0,0,122,4,0,20,5,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1444
natu,Finland,3DMAX,2,47,-16,0.58,0.6,ESL One Katowice 2015,1611,Joona 'natu' LeppÃ¤nen,713,https://www.hltv.org/player/713/natu,cajunb,2469,1444,69,55,1.25,0.87,46,14,11,7,1.57,1.22,63.60%,17.90%,33,24,21,1,0,0,39,9,0,20,1,0,https://www.hltv.org/stats/players/individual/2469/cajunb?event=1444
WorldEdit,Russia,FlipSid3,2,36,-22,0.37,0.44,ESL One Katowice 2015,1611,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit,device,7592,1444,142,115,1.23,0.8,94,27,18,13,1.38,1.05,94.40%,16.50%,84,59,26,7,2,0,98,8,1,32,1,2,https://www.hltv.org/stats/players/individual/7592/device?event=1444
markeloff,Ukraine,FlipSid3,2,36,-18,0.45,0.43,ESL One Katowice 2015,1611,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff,friberg,7148,1444,241,212,1.14,0.77,146,29,28,33,0.85,0.94,75.00%,13.20%,168,81,43,17,4,1,201,1,0,35,4,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1444
B1ad3,Ukraine,FlipSid3,2,36,-23,0.34,0.33,ESL One Katowice 2015,1611,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3,dupreeh,7398,1444,145,124,1.17,0.81,95,21,25,14,1.79,1.24,72.00%,17.50%,83,58,26,10,1,0,118,5,0,20,2,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1444
Snax,Poland,Virtus.pro,7,173,45,1.45,1.29,DreamHack Winter 2014,1553,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax,Hiko,2644,1444,116,93,1.25,0.75,76,23,11,9,1.22,0.93,72.70%,9.80%,78,48,21,5,2,0,91,5,0,20,0,0,https://www.hltv.org/stats/players/individual/2644/Hiko?event=1444
flusha,Sweden,fnatic,5,119,24,1.33,1.26,DreamHack Winter 2014,1553,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha,pashaBiceps,317,1444,101,90,1.12,0.75,65,11,24,15,1.6,1.38,79.20%,25.70%,69,41,16,6,1,1,50,32,0,19,0,0,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=1444
pashaBiceps,Poland,Virtus.pro,7,173,39,1.39,1.23,DreamHack Winter 2014,1553,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps,JW,3849,1444,209,185,1.13,0.76,134,24,41,42,0.98,1.16,78.00%,21.90%,141,77,42,12,3,0,81,64,1,54,2,7,https://www.hltv.org/stats/players/individual/3849/JW?event=1444
olofmeister,Sweden,fnatic,5,119,23,1.32,1.23,DreamHack Winter 2014,1553,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,KQLY,7833,1444,137,111,1.23,0.75,97,26,27,15,1.8,1.27,77.80%,21.00%,85,65,25,7,0,0,59,51,0,26,1,0,https://www.hltv.org/stats/players/individual/7833/KQLY?event=1444
JW,Sweden,fnatic,5,119,23,1.3,1.21,DreamHack Winter 2014,1553,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw,GeT_RiGhT,39,1444,241,216,1.12,0.77,168,25,36,27,1.33,1.1,80.60%,18.20%,146,114,37,16,1,0,158,7,25,40,4,7,https://www.hltv.org/stats/players/individual/39/GeT_RiGhT?event=1444
Happy,France,LDLC,9,234,45,1.31,1.17,DreamHack Winter 2014,1553,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy,Havoc,8083,1444,33,36,0.92,0.79,18,-3,6,4,1.5,1.22,16.70%,10.00%,24,8,6,3,1,0,16,6,0,10,1,0,https://www.hltv.org/stats/players/individual/8083/Havoc?event=1444
f0rest,Sweden,Ninjas in Pyjamas,11,291,37,1.18,1.15,DreamHack Winter 2014,1553,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,Xizt,884,1444,236,212,1.11,0.75,165,24,31,16,1.94,1.08,45.20%,8.80%,149,109,43,11,2,0,186,3,0,44,2,1,https://www.hltv.org/stats/players/individual/884/Xizt?event=1444
swag,United States,iBUYPOWER,3,72,4,1.08,1.14,DreamHack Winter 2014,1553,Braxton 'swag' Pierce,5021,https://www.hltv.org/player/5021/swag,KRIMZ,7528,1444,193,179,1.08,0.7,126,14,19,20,0.95,0.89,63.20%,8.20%,149,75,40,9,1,1,151,3,0,36,1,2,https://www.hltv.org/stats/players/individual/7528/KRIMZ?event=1444
TaZ,Poland,Virtus.pro,7,173,27,1.26,1.14,DreamHack Winter 2014,1553,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz,GuardiaN,2757,1444,117,111,1.05,0.7,79,6,19,18,1.06,1.06,78.90%,17.20%,87,51,20,7,0,1,25,78,0,13,1,0,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=1444
byali,Poland,Virtus.pro,7,173,28,1.27,1.14,DreamHack Winter 2014,1553,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali,byali,5386,1444,99,85,1.16,0.74,72,14,17,13,1.31,1.14,76.50%,17.60%,62,46,25,1,0,0,82,0,2,13,2,0,https://www.hltv.org/stats/players/individual/5386/byali?event=1444
cajunb,Denmark,Dignitas,4,96,15,1.26,1.13,DreamHack Winter 2014,1553,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb,SEMPHIS,1915,1444,114,106,1.08,0.74,79,8,12,17,0.71,0.87,66.70%,9.80%,75,51,22,5,1,0,66,20,0,27,1,0,https://www.hltv.org/stats/players/individual/1915/SEMPHIS?event=1444
GeT_RiGhT,Sweden,Ninjas in Pyjamas,11,291,34,1.19,1.12,DreamHack Winter 2014,1553,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,Xyp9x,4954,1444,118,110,1.07,0.66,79,8,15,17,0.88,0.93,60.00%,8.70%,99,52,19,5,3,0,91,0,0,21,5,1,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=1444
s1mple,Ukraine,HellRaisers,4,94,8,1.12,1.12,DreamHack Winter 2014,1553,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple,AZR,8082,1444,33,35,0.94,0.79,20,-2,2,5,0.4,0.71,50.00%,10.00%,22,11,5,4,0,0,25,0,0,7,1,0,https://www.hltv.org/stats/players/individual/8082/AZR?event=1444
Troubley,Germany,Planetkey,2,47,2,1.06,1.11,DreamHack Winter 2014,1553,Tobias 'Troubley' Tabbert,128,https://www.hltv.org/player/128/troubley,shroud,8349,1444,112,106,1.06,0.73,78,6,10,12,0.83,0.86,50.00%,6.10%,76,54,17,6,1,0,89,7,0,15,1,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1444
Edward,Ukraine,Natus Vincere,7,178,18,1.15,1.11,DreamHack Winter 2014,1553,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,FeTiSh,7582,1444,122,112,1.09,0.69,88,10,34,21,1.62,1.43,76.50%,25.20%,90,61,21,5,1,0,55,40,2,23,2,0,https://www.hltv.org/stats/players/individual/7582/FeTiSh?event=1444
KRIMZ,Sweden,fnatic,5,119,11,1.15,1.1,DreamHack Winter 2014,1553,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,TaZ,161,1444,94,88,1.07,0.7,65,6,13,12,1.08,1,69.20%,12.20%,69,41,22,0,2,0,75,0,0,18,1,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1444
GuardiaN,Slovakia,Natus Vincere,7,178,18,1.16,1.1,DreamHack Winter 2014,1553,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,aizy,8095,1444,122,114,1.07,0.69,86,8,8,13,0.62,0.77,75.00%,5.80%,92,59,20,6,1,0,101,1,0,18,2,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=1444
SEMPHIS,Canada,Cloud9,3,59,-1,0.98,1.1,DreamHack Winter 2014,1553,Kory 'SEMPHIS' Friesen,1915,https://www.hltv.org/coach/1915/semphis,f0rest,29,1444,219,216,1.01,0.7,145,3,40,41,0.98,1.09,77.50%,19.50%,169,92,36,15,2,0,138,34,0,43,2,2,https://www.hltv.org/stats/players/individual/29/f0rest?event=1444
Zeus,Ukraine,Natus Vincere,7,178,19,1.17,1.09,DreamHack Winter 2014,1553,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,flamie,7594,1444,37,40,0.93,0.82,23,-3,4,5,0.8,0.93,50.00%,15.40%,22,14,5,4,0,0,29,0,0,8,0,0,https://www.hltv.org/stats/players/individual/7594/flamie?event=1444
kioShiMa,France,LDLC,9,234,27,1.19,1.08,DreamHack Winter 2014,1553,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima,gla1ve,7412,1444,52,53,0.98,0.66,34,-1,7,4,1.75,1.03,85.70%,15.40%,45,20,11,2,1,0,33,6,0,13,0,0,https://www.hltv.org/stats/players/individual/7412/gla1ve?event=1444
NBK-,France,LDLC,9,234,19,1.13,1.07,DreamHack Winter 2014,1553,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,seang@res,1916,1444,107,109,0.98,0.69,75,-2,26,19,1.37,1.31,80.80%,25.60%,79,51,17,6,1,0,53,38,0,15,1,0,https://www.hltv.org/stats/players/individual/1916/seang@res?event=1444
Skadoodle,United States,iBUYPOWER,3,72,7,1.16,1.07,DreamHack Winter 2014,1553,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle,Nico,13602,1444,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/13602/Nico?event=1444
Maikelele,Sweden,Ninjas in Pyjamas,11,291,30,1.17,1.07,DreamHack Winter 2014,1553,Mikail 'Maikelele' Bill,1045,https://www.hltv.org/player/1045/maikelele,seized,3347,1444,111,111,1,0.67,78,0,21,22,0.95,1.08,81.00%,19.50%,88,54,18,5,1,0,91,6,0,10,1,3,https://www.hltv.org/stats/players/individual/3347/seized?event=1444
Xyp9x,Denmark,Dignitas,4,96,4,1.07,1.05,DreamHack Winter 2014,1553,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,SmithZz,7170,1444,54,57,0.95,0.73,37,-3,7,18,0.39,0.73,100.00%,20.00%,37,24,9,4,0,0,36,10,0,8,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1444
NEO,Poland,Virtus.pro,7,173,9,1.08,1.05,DreamHack Winter 2014,1553,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0,Sf,9686,1444,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/9686/Sf?event=1444
dupreeh,Denmark,Dignitas,4,96,8,1.12,1.04,DreamHack Winter 2014,1553,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,fxy0,7708,1444,53,55,0.96,0.6,36,-2,4,9,0.44,0.72,75.00%,6.10%,52,22,12,1,1,0,27,13,0,10,2,1,https://www.hltv.org/stats/players/individual/7708/fxy0?event=1444
rallen,Poland,ESC,3,78,0,1,1.04,DreamHack Winter 2014,1553,Karol 'rallen' Rodowicz,5388,https://www.hltv.org/player/5388/rallen,markeloff,338,1444,40,41,0.98,0.62,27,-1,4,8,0.5,0.77,50.00%,7.10%,37,15,11,1,0,0,9,17,0,14,0,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1444
friberg,Sweden,Ninjas in Pyjamas,11,291,12,1.06,1.04,DreamHack Winter 2014,1553,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,starix,303,1444,104,110,0.95,0.63,72,-6,8,12,0.67,0.79,75.00%,6.90%,94,48,17,6,1,0,87,0,0,16,1,0,https://www.hltv.org/stats/players/individual/303/starix?event=1444
shox,France,LDLC,9,234,18,1.13,1.03,DreamHack Winter 2014,1553,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,karrigan,429,1444,53,56,0.95,0.67,36,-3,10,14,0.71,1,80.00%,20.50%,43,24,8,4,0,0,27,9,4,10,3,0,https://www.hltv.org/stats/players/individual/429/karrigan?event=1444
innocent,Poland,ESC,3,78,2,1.03,1.03,DreamHack Winter 2014,1553,PaweÅ‚ 'innocent' Mocek,3669,https://www.hltv.org/player/3669/innocent,GMX,7565,1444,60,66,0.91,0.68,41,-6,12,15,0.8,1.06,91.70%,22.40%,47,25,14,1,1,0,46,0,0,12,1,1,https://www.hltv.org/stats/players/individual/7565/GMX?event=1444
device,Denmark,Dignitas,4,96,6,1.1,1.03,DreamHack Winter 2014,1553,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,NEO,165,1444,87,92,0.95,0.65,65,-5,9,6,1.5,0.93,55.60%,6.80%,69,46,16,3,0,0,59,17,2,6,3,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1444
Spiidi,Germany,PENTA,5,128,6,1.07,1.03,DreamHack Winter 2014,1553,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,ScreaM,7390,1444,47,53,0.89,0.64,32,-6,2,5,0.4,0.69,0.00%,0.00%,42,20,9,3,0,0,38,0,0,9,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1444
kUcheR,Russia,HellRaisers,4,94,1,1.02,1.02,DreamHack Winter 2014,1553,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher,Ex6TenZ,7166,1444,43,48,0.9,0.58,30,-5,2,9,0.22,0.6,100.00%,5.70%,44,19,10,0,1,0,30,4,0,7,2,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1444
