name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link
bondik,Ukraine,HellRaisers,10,283,12,1.07,1.07,FACEIT Major 2018,3564,Vladyslav 'bondik' Nechyporchuk,2131,https://www.hltv.org/player/2131/bondik
tarik,United States,MIBR,11,269,-2,0.99,1.07,FACEIT Major 2018,3564,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik
GuardiaN,Slovakia,FaZe,8,216,12,1.09,1.07,FACEIT Major 2018,3564,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian
nitr0,United States,Liquid,8,206,6,1.05,1.05,FACEIT Major 2018,3564,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
BnTeT,Indonesia,TYLOO,4,98,3,1.04,1.05,FACEIT Major 2018,3564,Hansel 'BnTeT' Ferdinand,7131,https://www.hltv.org/player/7131/bntet
Edward,Ukraine,Natus Vincere,10,239,5,1.03,1.04,FACEIT Major 2018,3564,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward
nex,Germany,BIG,6,133,-4,0.96,1.04,FACEIT Major 2018,3564,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
ShahZaM,United States,Complexity,5,119,6,1.08,1.04,FACEIT Major 2018,3564,Shahzeb 'ShahZaM' Khan,7810,https://www.hltv.org/player/7810/shahzam
tonyblack,Russia,Vega Squadron,4,97,-2,0.97,1.04,FACEIT Major 2018,3564,Anton 'tonyblack' Kolesnikov,1950,https://www.hltv.org/player/1950/tonyblack
rain,Norway,FaZe,8,216,-15,0.9,1.04,FACEIT Major 2018,3564,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
ANDROID,Canada,Complexity,5,119,12,1.17,1.03,FACEIT Major 2018,3564,Bradley 'ANDROID' Fodor,9043,https://www.hltv.org/player/9043/android
Skadoodle,United States,Cloud9,4,131,3,1.04,1.02,FACEIT Major 2018,3564,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle
yay,United States,Complexity,5,119,-2,0.98,1.01,FACEIT Major 2018,3564,YangYang 'ayaya' Zheng,10186,https://www.hltv.org/player/10186/ayaya
Kvik,Lithuania,Winstrike,3,81,-7,0.89,1.0,FACEIT Major 2018,3564,Aurimas 'Kvik' KvakÅ¡ys,8459,https://www.hltv.org/player/8459/kvik
dephh,United Kingdom,Complexity,5,119,-16,0.82,0.98,FACEIT Major 2018,3564,Rory 'dephh' Jackson,7873,https://www.hltv.org/player/203/n0thing
jR,Ukraine,Vega Squadron,4,97,1,1.02,0.98,FACEIT Major 2018,3564,Guilherme 'piriajr' Barbosa,18714,https://www.hltv.org/player/18714/piriajr
STYKO,Slovakia,Cloud9,4,131,-5,0.95,0.98,FACEIT Major 2018,3564,Martin 'STYKO' Styk,6904,https://www.hltv.org/player/6904/styko
DD,China,TYLOO,4,98,-16,0.8,0.97,FACEIT Major 2018,3564,Andreas 'MODDII' Fridh,545,https://www.hltv.org/player/545/moddii
Stewie2K,United States,MIBR,11,269,-17,0.91,0.97,FACEIT Major 2018,3564,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k
xccurate,Indonesia,TYLOO,4,98,-1,0.99,0.96,FACEIT Major 2018,3564,Kevin 'xccurate' Susanto,10263,https://www.hltv.org/player/10263/xccurate
draken,Sweden,fnatic,7,177,-7,0.95,0.96,FACEIT Major 2018,3564,William 'draken' Sundin,9255,https://www.hltv.org/player/9255/draken
JW,Sweden,fnatic,7,177,-15,0.88,0.96,FACEIT Major 2018,3564,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
Zeus,Ukraine,Natus Vincere,10,239,-10,0.93,0.95,FACEIT Major 2018,3564,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus
Golden,Sweden,Cloud9,4,131,-13,0.86,0.95,FACEIT Major 2018,3564,Maikil 'Golden' Selim,11110,https://www.hltv.org/player/11110/golden
jmqa,Russia,Winstrike,3,81,-12,0.81,0.94,FACEIT Major 2018,3564,Savelii 'jmqa' Bragin,8368,https://www.hltv.org/player/8368/jmqa
RUSH,United States,Cloud9,4,131,-28,0.73,0.94,FACEIT Major 2018,3564,William 'RUSH' Wierzba,7805,https://www.hltv.org/player/7805/rush
chrisJ,Netherlands,MOUZ,3,74,-6,0.89,0.93,FACEIT Major 2018,3564,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj
karrigan,Denmark,FaZe,8,216,-15,0.9,0.93,FACEIT Major 2018,3564,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
tiziaN,Germany,BIG,6,133,-12,0.86,0.93,FACEIT Major 2018,3564,Tizian 'tiziaN' Feldbusch,5796,https://www.hltv.org/player/5796/tizian
bodyy,France,G2,6,195,-15,0.89,0.93,FACEIT Major 2018,3564,Alexandre 'bodyy' Pianaro,8374,https://www.hltv.org/player/8374/bodyy
gob b,Germany,BIG,6,133,-10,0.89,0.92,FACEIT Major 2018,3564,Fatih 'gob b' Dayik,136,https://www.hltv.org/player/136/gob-b
Boombl4,Russia,Winstrike,3,81,-13,0.79,0.91,FACEIT Major 2018,3564,Kirill 'Boombl4' Mikhailov,11840,https://www.hltv.org/player/11840/boombl4
DeadFox,Hungary,HellRaisers,10,283,-31,0.83,0.89,FACEIT Major 2018,3564,Bence 'DeadFox' BÃ¶rÃ¶cz,8716,https://www.hltv.org/player/8716/deadfox
REZ,Sweden,Ninjas in Pyjamas,7,190,-29,0.79,0.89,FACEIT Major 2018,3564,Fredrik 'REZ' Sterner,9278,https://www.hltv.org/player/9278/rez
chopper,Russia,Vega Squadron,4,97,-12,0.83,0.88,FACEIT Major 2018,3564,Leonid 'chopper' Vishnyakov,7716,https://www.hltv.org/player/7716/chopper
dennis,Sweden,Ninjas in Pyjamas,7,190,-27,0.8,0.87,FACEIT Major 2018,3564,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis
oskar,Czech Republic,MOUZ,3,74,-9,0.83,0.87,FACEIT Major 2018,3564,TomÃ¡Å¡ 'oskar' Å Å¥astnÃ½,798,https://www.hltv.org/player/798/oskar
ANGE1,Ukraine,HellRaisers,10,283,-59,0.72,0.87,FACEIT Major 2018,3564,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1
Xizt,Sweden,fnatic,7,177,-37,0.71,0.86,FACEIT Major 2018,3564,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt
Lekr0,Sweden,Ninjas in Pyjamas,7,190,-21,0.83,0.85,FACEIT Major 2018,3564,Jonas 'Lekr0' Olofsson,9261,https://www.hltv.org/player/9261/lekr0
crush,Ukraine,Vega Squadron,4,97,-11,0.84,0.85,FACEIT Major 2018,3564,Igor 'crush' Shevchenko,9348,https://www.hltv.org/player/9348/crush
TACO,Brazil,Liquid,8,206,-39,0.73,0.84,FACEIT Major 2018,3564,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco
ropz,Estonia,MOUZ,3,74,-9,0.83,0.84,FACEIT Major 2018,3564,Robin 'ropz' Kool,11816,https://www.hltv.org/player/11816/ropz
SmithZz,France,G2,6,195,-42,0.71,0.83,FACEIT Major 2018,3564,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz
flusha,Sweden,fnatic,7,177,-47,0.65,0.82,FACEIT Major 2018,3564,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha
balblna,Russia,Winstrike,3,81,-22,0.65,0.82,FACEIT Major 2018,3564,Gregory 'balblna' Oleinick,8294,https://www.hltv.org/player/8294/balblna
waterfaLLZ,Russia,Winstrike,3,81,-19,0.7,0.81,FACEIT Major 2018,3564,Nikita 'waterfaLLZ' Matveyev,8727,https://www.hltv.org/player/8727/waterfallz
hutji,Russia,Vega Squadron,4,97,-18,0.75,0.81,FACEIT Major 2018,3564,Pavel 'hutji' Lashkov,8790,https://www.hltv.org/player/8790/hutji
Ex6TenZ,Belgium,G2,6,195,-47,0.67,0.78,FACEIT Major 2018,3564,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz
Snax,Poland,MOUZ,3,74,-21,0.63,0.69,FACEIT Major 2018,3564,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax
somebody,China,TYLOO,4,98,-35,0.56,0.67,FACEIT Major 2018,3564,HaoWen 'somebody' Xu,8605,https://www.hltv.org/player/8605/somebody
captainMo,China,TYLOO,4,98,-41,0.51,0.65,FACEIT Major 2018,3564,Ke 'captainMo' Liu,5187,https://www.hltv.org/player/5187/captainmo
flamie,Russia,Natus Vincere,8,177,48,1.41,1.39,ELEAGUE Major 2018,3247,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie
KRIMZ,Sweden,fnatic,8,210,54,1.41,1.29,ELEAGUE Major 2018,3247,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz
Dosia,Russia,Gambit,5,129,22,1.27,1.25,ELEAGUE Major 2018,3247,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia
NiKo,Bosnia and Herzegovina,FaZe,10,276,50,1.3,1.25,ELEAGUE Major 2018,3247,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko
GuardiaN,Slovakia,FaZe,10,276,61,1.39,1.24,ELEAGUE Major 2018,3247,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian
oskar,Czech Republic,MOUZ,7,184,34,1.31,1.23,ELEAGUE Major 2018,3247,TomÃ¡Å¡ 'oskar' Å Å¥astnÃ½,798,https://www.hltv.org/player/798/oskar
s1mple,Ukraine,Natus Vincere,8,177,34,1.31,1.23,ELEAGUE Major 2018,3247,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
tarik,United States,Cloud9,13,330,42,1.19,1.22,ELEAGUE Major 2018,3247,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik
olofmeister,Sweden,FaZe,10,276,36,1.2,1.2,ELEAGUE Major 2018,3247,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister
autimatic,United States,Cloud9,13,330,53,1.26,1.2,ELEAGUE Major 2018,3247,Timothy 'autimatic' Ta,8735,https://www.hltv.org/player/8735/autimatic
shox,France,G2,5,115,14,1.18,1.19,ELEAGUE Major 2018,3247,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
suNny,Finland,MOUZ,7,184,26,1.21,1.18,ELEAGUE Major 2018,3247,Miikka 'suNny' Kemppi,5479,https://www.hltv.org/player/5479/sunny
ropz,Estonia,MOUZ,7,184,30,1.28,1.16,ELEAGUE Major 2018,3247,Robin 'ropz' Kool,11816,https://www.hltv.org/player/11816/ropz
Lekr0,Sweden,fnatic,8,210,22,1.15,1.16,ELEAGUE Major 2018,3247,Jonas 'Lekr0' Olofsson,9261,https://www.hltv.org/player/9261/lekr0
RUSH,United States,Cloud9,13,330,34,1.17,1.15,ELEAGUE Major 2018,3247,William 'RUSH' Wierzba,7805,https://www.hltv.org/player/7805/rush
NBK-,France,G2,5,115,17,1.23,1.15,ELEAGUE Major 2018,3247,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk
Skadoodle,United States,Cloud9,13,330,38,1.2,1.15,ELEAGUE Major 2018,3247,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle
rain,Norway,FaZe,10,276,2,1.01,1.15,ELEAGUE Major 2018,3247,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
Stewie2K,United States,Cloud9,13,330,21,1.09,1.14,ELEAGUE Major 2018,3247,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k
flusha,Sweden,fnatic,8,210,12,1.09,1.14,ELEAGUE Major 2018,3247,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha
paz,Turkey,Space Soldiers,5,140,15,1.17,1.13,ELEAGUE Major 2018,3247,Ahmet 'paz' Karahoca,9353,https://www.hltv.org/player/9353/paz
electroNic,Russia,Natus Vincere,8,177,18,1.17,1.13,ELEAGUE Major 2018,3247,Denis 'electroNic' Sharipov,8918,https://www.hltv.org/player/8918/electronic
coldzera,Brazil,SK,10,278,41,1.24,1.13,ELEAGUE Major 2018,3247,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera
kennyS,France,G2,5,115,14,1.21,1.13,ELEAGUE Major 2018,3247,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys
EliGE,United States,Liquid,4,98,12,1.18,1.12,ELEAGUE Major 2018,3247,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige
Edward,Ukraine,Natus Vincere,8,177,7,1.06,1.12,ELEAGUE Major 2018,3247,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward
Twistzz,Canada,Liquid,4,98,8,1.12,1.12,ELEAGUE Major 2018,3247,Russel 'Twistzz' Van Dulken,10394,https://www.hltv.org/player/10394/twistzz
bodyy,France,G2,5,115,5,1.07,1.11,ELEAGUE Major 2018,3247,Alexandre 'bodyy' Pianaro,8374,https://www.hltv.org/player/8374/bodyy
AdreN,Kazakhstan,Gambit,5,129,3,1.03,1.11,ELEAGUE Major 2018,3247,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren
MAJ3R,Turkey,Space Soldiers,5,140,-6,0.94,1.09,ELEAGUE Major 2018,3247,Engin 'MAJ3R' KÃ¼peli,150,https://www.hltv.org/player/150/maj3r
Calyx,Turkey,Space Soldiers,5,140,16,1.19,1.09,ELEAGUE Major 2018,3247,BuÄŸra 'Calyx' ArkÄ±n,8575,https://www.hltv.org/player/8575/calyx
XANTARES,Turkey,Space Soldiers,5,140,-6,0.94,1.08,ELEAGUE Major 2018,3247,Ismailcan 'XANTARES' DÃ¶rtkardeÅŸ,7938,https://www.hltv.org/player/7938/xantares
waterfaLLZ,Russia,Quantum Bellator Fire,6,147,4,1.04,1.07,ELEAGUE Major 2018,3247,Nikita 'waterfaLLZ' Matveyev,8727,https://www.hltv.org/player/8727/waterfallz
tabseN,Germany,BIG,4,90,-5,0.93,1.06,ELEAGUE Major 2018,3247,Johannes 'tabseN' Wodarz,5794,https://www.hltv.org/player/5794/tabsen
JW,Sweden,fnatic,8,210,-6,0.96,1.05,ELEAGUE Major 2018,3247,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
dupreeh,Denmark,Astralis,4,94,-7,0.9,1.02,ELEAGUE Major 2018,3247,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
fer,Brazil,SK,10,278,-17,0.91,1.02,ELEAGUE Major 2018,3247,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer
nitr0,United States,Liquid,4,98,-5,0.92,1.02,ELEAGUE Major 2018,3247,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
FalleN,Brazil,SK,10,278,0,1.0,1.01,ELEAGUE Major 2018,3247,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen
Kvik,Lithuania,Quantum Bellator Fire,6,147,-4,0.96,1.0,ELEAGUE Major 2018,3247,Aurimas 'Kvik' KvakÅ¡ys,8459,https://www.hltv.org/player/8459/kvik
TACO,Brazil,SK,10,278,-15,0.92,0.99,ELEAGUE Major 2018,3247,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco
valde,Denmark,North,3,84,-4,0.94,0.99,ELEAGUE Major 2018,3247,Valdemar 'valde' BjÃ¸rn VangsÃ¥,9031,https://www.hltv.org/player/9031/valde
jdm64,United States,Liquid,4,98,-1,0.98,0.98,ELEAGUE Major 2018,3247,Josh 'jdm64' Marzano,8346,https://www.hltv.org/player/8346/jdm64
aizy,Denmark,North,3,84,-4,0.93,0.98,ELEAGUE Major 2018,3247,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy
STYKO,Slovakia,MOUZ,7,184,-14,0.89,0.97,ELEAGUE Major 2018,3247,Martin 'STYKO' Styk,6904,https://www.hltv.org/player/6904/styko
felps,Brazil,SK,10,278,-26,0.87,0.96,ELEAGUE Major 2018,3247,JoÃ£o 'felps' Vasconcellos,9219,https://www.hltv.org/player/9219/felps
k0nfig,Denmark,North,3,84,-13,0.79,0.96,ELEAGUE Major 2018,3247,Kristian 'k0nfig' Wienecke,9078,https://www.hltv.org/player/9078/k0nfig
hutji,Russia,Vega Squadron,5,112,-14,0.84,0.95,ELEAGUE Major 2018,3247,Pavel 'hutji' Lashkov,8790,https://www.hltv.org/player/8790/hutji
apEX,France,G2,5,115,-17,0.8,0.93,ELEAGUE Major 2018,3247,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
Golden,Sweden,fnatic,8,210,-26,0.81,0.93,ELEAGUE Major 2018,3247,Maikil 'Golden' Selim,11110,https://www.hltv.org/player/11110/golden
Boombl4,Russia,Quantum Bellator Fire,6,147,-16,0.85,0.92,ELEAGUE Major 2018,3247,Kirill 'Boombl4' Mikhailov,11840,https://www.hltv.org/player/11840/boombl4
mou,Kazakhstan,Gambit,5,129,-4,0.95,0.91,ELEAGUE Major 2018,3247,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou
device,Denmark,Astralis,4,94,-10,0.85,0.91,ELEAGUE Major 2018,3247,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
chrisJ,Netherlands,MOUZ,7,184,-26,0.79,0.91,ELEAGUE Major 2018,3247,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj
Zeus,Ukraine,Natus Vincere,8,177,-21,0.82,0.9,ELEAGUE Major 2018,3247,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus
Xyp9x,Denmark,Astralis,4,94,-5,0.92,0.9,ELEAGUE Major 2018,3247,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x
Kjaerbye,Denmark,Astralis,4,94,-8,0.88,0.89,ELEAGUE Major 2018,3247,Markus 'Kjaerbye' KjÃ¦rbye,8394,https://www.hltv.org/player/8394/kjaerbye
karrigan,Denmark,FaZe,10,276,-28,0.84,0.88,ELEAGUE Major 2018,3247,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
jmqa,Russia,Quantum Bellator Fire,6,147,-21,0.8,0.88,ELEAGUE Major 2018,3247,Savelii 'jmqa' Bragin,8368,https://www.hltv.org/player/8368/jmqa
MSL,Denmark,North,3,84,-20,0.71,0.88,ELEAGUE Major 2018,3247,Mathias 'MSL' Lauridsen,7156,https://www.hltv.org/player/7156/msl
HObbit,Kazakhstan,Gambit,5,129,-12,0.87,0.88,ELEAGUE Major 2018,3247,Abay 'HObbit' Khassenov,8528,https://www.hltv.org/player/8528/hobbit
balblna,Russia,Quantum Bellator Fire,6,147,-25,0.76,0.87,ELEAGUE Major 2018,3247,Gregory 'balblna' Oleinick,8294,https://www.hltv.org/player/8294/balblna
chopper,Russia,Vega Squadron,5,112,-23,0.73,0.87,ELEAGUE Major 2018,3247,Leonid 'chopper' Vishnyakov,7716,https://www.hltv.org/player/7716/chopper
LEGIJA,Germany,BIG,4,90,-16,0.76,0.82,ELEAGUE Major 2018,3247,Nikola 'LEGIJA' NiniÄ‡,3252,https://www.hltv.org/player/3252/legija
keev,Germany,BIG,4,90,-23,0.67,0.8,ELEAGUE Major 2018,3247,Kevin 'keev' BartholomÃ¤us,5799,https://www.hltv.org/player/5799/keev
keshandr,Russia,Vega Squadron,5,112,-25,0.71,0.79,ELEAGUE Major 2018,3247,Sergey 'keshandr' Nikishin,8788,https://www.hltv.org/player/8788/keshandr
jR,Ukraine,Vega Squadron,5,112,-26,0.7,0.79,ELEAGUE Major 2018,3247,Guilherme 'piriajr' Barbosa,18714,https://www.hltv.org/player/18714/piriajr
gla1ve,Denmark,Astralis,4,94,-22,0.69,0.78,ELEAGUE Major 2018,3247,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve
nex,Germany,BIG,4,90,-20,0.71,0.77,ELEAGUE Major 2018,3247,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
ngiN,Turkey,Space Soldiers,5,140,-28,0.71,0.77,ELEAGUE Major 2018,3247,Ilya 'Ganginho' Chernichenko,19913,https://www.hltv.org/player/19913/ganginho
fitch,Kazakhstan,Gambit,5,129,-39,0.57,0.76,ELEAGUE Major 2018,3247,Bektiyar 'fitch' Bahytov,10052,https://www.hltv.org/player/10052/fitch
Snax,Poland,Virtus.pro,3,64,-11,0.77,0.76,ELEAGUE Major 2018,3247,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax
mir,Russia,Vega Squadron,5,112,-28,0.67,0.75,ELEAGUE Major 2018,3247,Nikolay 'mir' Bityukov,8789,https://www.hltv.org/player/8789/mir
cajunb,Denmark,North,3,84,-19,0.69,0.73,ELEAGUE Major 2018,3247,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb
zews,Brazil,Liquid,4,98,-24,0.67,0.73,ELEAGUE Major 2018,3247,Wilton 'zews' Prado,6608,https://www.hltv.org/player/6608/zews
gob b,Germany,BIG,4,90,-29,0.57,0.71,ELEAGUE Major 2018,3247,Fatih 'gob b' Dayik,136,https://www.hltv.org/player/136/gob-b
NEO,Poland,Virtus.pro,3,64,-17,0.65,0.71,ELEAGUE Major 2018,3247,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0
byali,Poland,Virtus.pro,3,64,-27,0.54,0.68,ELEAGUE Major 2018,3247,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali
TaZ,Poland,Virtus.pro,3,64,-22,0.58,0.67,ELEAGUE Major 2018,3247,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz
pashaBiceps,Poland,Virtus.pro,3,64,-23,0.57,0.66,ELEAGUE Major 2018,3247,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps
s1mple,Ukraine,Natus Vincere,4,109,38,1.55,1.43,PGL Major Krakow 2017,2720,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
coldzera,Brazil,SK,6,158,62,1.68,1.4,PGL Major Krakow 2017,2720,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera
tabseN,Germany,BIG,6,170,29,1.25,1.3,PGL Major Krakow 2017,2720,Johannes 'tabseN' Wodarz,5794,https://www.hltv.org/player/5794/tabsen
AdreN,Kazakhstan,Gambit,11,284,42,1.23,1.26,PGL Major Krakow 2017,2720,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren
suNny,Finland,PENTA,4,113,10,1.12,1.21,PGL Major Krakow 2017,2720,Miikka 'suNny' Kemppi,5479,https://www.hltv.org/player/5479/sunny
dupreeh,Denmark,Astralis,9,240,22,1.13,1.2,PGL Major Krakow 2017,2720,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
nex,Germany,BIG,6,170,25,1.24,1.19,PGL Major Krakow 2017,2720,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
k0nfig,Denmark,North,6,168,18,1.16,1.17,PGL Major Krakow 2017,2720,Kristian 'k0nfig' Wienecke,9078,https://www.hltv.org/player/9078/k0nfig
device,Denmark,Astralis,9,240,27,1.17,1.17,PGL Major Krakow 2017,2720,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
electroNic,Russia,FlipSid3,5,130,8,1.09,1.15,PGL Major Krakow 2017,2720,Denis 'electroNic' Sharipov,8918,https://www.hltv.org/player/8918/electronic
fer,Brazil,SK,6,158,15,1.14,1.15,PGL Major Krakow 2017,2720,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer
cajunb,Denmark,North,6,168,20,1.2,1.15,PGL Major Krakow 2017,2720,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb
mou,Kazakhstan,Gambit,11,284,37,1.21,1.14,PGL Major Krakow 2017,2720,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou
rain,Norway,FaZe,3,84,-3,0.95,1.13,PGL Major Krakow 2017,2720,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
HObbit,Kazakhstan,Gambit,11,284,24,1.14,1.13,PGL Major Krakow 2017,2720,Abay 'HObbit' Khassenov,8528,https://www.hltv.org/player/8528/hobbit
kNgV-,Brazil,Immortals,13,341,24,1.1,1.12,PGL Major Krakow 2017,2720,Vito 'kNgV-' Giuseppe,5736,https://www.hltv.org/player/5736/kngv
HEN1,Brazil,Immortals,13,341,24,1.12,1.12,PGL Major Krakow 2017,2720,Henrique 'HEN1' Teles,8565,https://www.hltv.org/player/8565/hen1
autimatic,United States,Cloud9,5,144,22,1.22,1.12,PGL Major Krakow 2017,2720,Timothy 'autimatic' Ta,8735,https://www.hltv.org/player/8735/autimatic
NiKo,Bosnia and Herzegovina,FaZe,3,84,8,1.14,1.12,PGL Major Krakow 2017,2720,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko
byali,Poland,Virtus.pro,9,227,21,1.15,1.12,PGL Major Krakow 2017,2720,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali
Stewie2K,United States,Cloud9,5,144,-5,0.95,1.12,PGL Major Krakow 2017,2720,Jake 'Stewie2K' Yip,8797,https://www.hltv.org/player/8797/stewie2k
pashaBiceps,Poland,Virtus.pro,9,227,13,1.08,1.11,PGL Major Krakow 2017,2720,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps
Skadoodle,United States,Cloud9,5,144,16,1.21,1.11,PGL Major Krakow 2017,2720,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle
LUCAS1,Brazil,Immortals,13,341,11,1.05,1.11,PGL Major Krakow 2017,2720,Lucas 'LUCAS1' Teles,8566,https://www.hltv.org/player/8566/lucas1
zehN,Finland,PENTA,4,113,6,1.08,1.1,PGL Major Krakow 2017,2720,Jesse 'zehN' Linjala,1378,https://www.hltv.org/player/1378/zehn
denis,Germany,MOUZ,4,121,13,1.16,1.1,PGL Major Krakow 2017,2720,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis
wayLander,Russia,FlipSid3,5,130,-1,0.99,1.1,PGL Major Krakow 2017,2720,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander
NEO,Poland,Virtus.pro,9,227,3,1.02,1.08,PGL Major Krakow 2017,2720,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0
boltz,Brazil,Immortals,13,341,9,1.04,1.08,PGL Major Krakow 2017,2720,Ricardo 'boltz' Prass,8568,https://www.hltv.org/player/8568/boltz
steel,Brazil,Immortals,13,341,16,1.07,1.08,PGL Major Krakow 2017,2720,Lucas 'steel' Lopes,7382,https://www.hltv.org/player/7382/steel
JW,Sweden,fnatic,7,197,14,1.11,1.07,PGL Major Krakow 2017,2720,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
